student_id,attendance,study_hours,previous_score,assignments,sleep_hours,screen_time,engagement,risk_level
417,63.8,3.8,83.8,100.0,8.0,2.8,5.7,Medium
418,91.0,6.0,73.5,75.8,8.4,8.2,6.5,Medium
419,79.9,5.8,61.5,36.9,7.6,2.9,9.1,Low
420,80.2,7.8,56.0,90.1,5.0,5.9,6.0,Medium
421,89.2,4.1,77.6,80.0,7.5,5.0,9.9,Low
422,71.3,7.6,63.0,91.3,9.8,2.8,2.2,Low
423,80.0,3.4,60.6,66.7,6.4,6.8,8.8,Medium
424,91.9,9.4,57.2,32.1,9.4,4.7,6.4,Low
425,56.4,2.1,77.7,69.7,4.4,2.5,8.6,Medium
426,93.3,5.2,98.0,88.4,9.2,6.6,8.2,Low
427,61.9,1.6,57.6,76.1,7.0,4.9,6.5,High
428,83.7,6.8,68.1,67.4,4.0,5.8,5.0,Medium
429,67.1,6.5,80.9,82.9,8.1,2.2,6.0,Low
430,71.4,8.3,80.1,68.1,8.0,4.9,6.3,Low
431,83.6,6.5,66.0,52.0,7.4,3.7,4.2,Medium
432,68.8,4.3,68.4,81.0,6.7,5.0,5.8,Medium
433,84.5,5.6,76.0,95.0,6.7,1.3,6.3,Low
434,87.7,4.8,72.5,44.4,6.0,5.2,8.1,Medium
435,69.0,5.5,58.0,53.6,7.1,4.6,7.3,Medium
436,86.8,8.2,81.3,66.2,8.1,1.6,6.7,Low
437,90.6,6.2,79.6,100.0,6.1,5.6,6.3,Low
438,91.4,5.0,78.9,96.7,7.8,3.8,5.8,Low
439,69.7,6.9,86.4,68.1,4.8,3.1,7.4,Low
440,66.6,0.9,61.8,39.4,7.4,3.5,6.6,High
441,93.6,3.0,37.9,71.5,7.6,1.6,5.8,Medium
442,73.8,4.9,59.4,100.0,6.7,4.5,5.5,Medium
443,46.3,7.6,25.0,93.7,5.4,1.8,6.3,Medium
444,100.0,5.4,65.3,59.7,7.8,3.5,7.9,Low
445,54.4,5.9,72.5,50.2,5.8,3.9,5.5,Medium
446,81.5,1.9,55.6,100.0,6.0,3.4,6.1,Medium
447,74.7,7.2,60.0,85.7,6.0,5.6,6.1,Medium
448,75.9,4.6,75.7,52.9,5.8,7.9,7.5,Medium
449,73.7,6.1,67.2,36.0,7.2,4.0,7.2,Medium
450,68.7,4.4,84.0,69.6,6.5,4.9,5.7,Medium
451,90.8,4.5,73.1,60.7,5.5,5.5,7.0,Medium
452,85.6,6.3,47.4,73.9,4.6,5.1,4.3,Medium
453,83.6,6.3,60.4,71.6,8.5,1.2,7.8,Low
454,79.4,6.7,44.9,72.1,8.3,6.6,5.0,Medium
455,74.6,8.5,48.1,71.3,7.2,4.5,4.6,Medium
456,89.6,6.6,93.4,59.3,6.4,6.2,10.0,Low
457,77.9,1.7,65.0,87.4,7.8,6.2,10.0,Medium
458,72.8,3.0,51.2,70.0,8.2,7.3,6.9,High
459,78.2,4.5,85.2,59.8,6.9,4.1,6.4,Medium
460,99.7,3.0,98.0,61.5,6.0,3.0,7.8,Medium
461,77.8,7.0,56.5,45.2,6.6,4.7,3.6,Medium
462,76.7,5.9,56.7,58.8,5.7,3.9,7.4,Medium
463,100.0,7.1,50.3,47.4,6.9,7.0,7.8,Medium
464,71.7,6.8,87.3,95.4,5.7,5.0,3.9,Medium
465,68.3,2.2,64.3,49.0,7.9,4.2,4.8,High
466,83.8,7.9,72.8,62.7,6.7,4.0,5.1,Low
467,57.5,4.0,85.4,58.8,4.7,4.0,8.7,Medium
468,57.3,5.2,73.8,80.6,7.7,5.3,3.3,Medium
469,85.4,7.6,64.9,77.9,5.8,6.5,5.3,Medium
470,97.8,4.0,77.5,63.5,9.3,1.0,7.2,Low
471,53.0,2.4,94.5,86.5,4.6,4.2,5.3,High
472,84.8,8.5,77.2,79.0,7.6,2.2,7.9,Low
473,89.1,3.6,59.0,95.2,7.3,2.2,5.7,Medium
474,72.5,4.7,67.0,68.0,9.0,5.7,9.5,Medium
475,57.7,5.0,84.4,83.6,6.2,2.8,8.4,Medium
476,75.4,6.1,70.2,70.1,7.1,2.7,9.9,Low
477,84.6,7.6,60.6,63.4,6.6,2.6,7.9,Low
478,86.6,3.8,63.5,78.0,6.1,3.5,9.6,Medium
479,69.0,3.8,98.0,38.0,5.6,7.4,5.7,High
480,84.0,9.0,58.0,62.5,7.5,4.1,5.5,Low
481,76.4,2.1,74.5,85.4,6.8,3.8,7.6,Medium
482,71.5,4.2,67.0,95.6,6.9,4.0,6.2,Medium
483,73.4,2.9,55.1,85.8,6.3,4.4,5.5,High
484,62.1,3.9,87.6,65.4,6.2,3.4,5.8,Medium
485,80.7,4.0,66.6,64.1,7.4,4.8,6.9,Medium
486,85.6,4.6,85.0,79.5,8.8,4.1,7.0,Low
487,69.8,4.8,79.5,66.2,8.8,4.2,9.7,Low
488,65.4,4.2,61.1,88.2,7.8,4.1,5.6,Medium
489,77.7,6.2,79.7,71.0,6.5,4.4,6.8,Medium
490,81.0,3.9,92.4,61.9,8.8,6.7,8.4,Medium
491,100.0,5.9,63.6,63.6,6.2,5.7,3.5,Medium
492,60.9,7.9,82.2,78.6,8.1,5.6,6.1,Low
493,60.4,7.4,74.2,50.0,7.2,3.4,6.3,Medium
494,74.1,5.9,65.1,53.5,7.8,5.1,3.6,Medium
495,82.9,6.6,65.9,75.0,6.1,1.0,7.5,Low
496,76.9,5.7,64.7,67.8,7.2,4.1,8.2,Medium
497,72.9,1.9,70.0,51.1,4.0,2.2,5.6,High
498,68.4,1.7,64.9,91.5,8.0,4.2,8.3,Medium
499,72.7,3.0,77.5,54.7,7.4,4.2,5.8,Medium
500,72.5,7.1,45.7,76.3,6.7,2.9,6.6,Medium
501,81.8,4.7,71.4,94.6,6.3,5.0,3.0,Medium
502,83.5,1.1,76.8,64.4,7.2,1.6,6.5,Medium
503,87.9,6.0,67.8,71.9,8.4,5.5,5.3,Medium
504,71.0,3.4,67.5,53.4,4.4,3.8,7.0,High
505,80.2,7.0,49.9,63.8,5.3,4.6,6.3,Medium
506,72.2,4.9,58.1,55.6,8.9,5.7,6.1,Medium
507,59.5,4.4,76.0,74.7,8.2,6.4,6.3,Medium
508,72.4,3.8,62.2,86.5,6.5,1.2,7.4,Medium
509,76.8,3.9,40.5,90.7,7.8,2.2,6.8,Medium
510,65.0,2.1,38.6,84.5,8.1,3.6,6.4,High
511,99.1,3.3,51.4,74.0,7.7,3.7,3.6,Medium
512,68.8,6.2,78.0,45.3,5.5,2.4,6.4,Medium
513,100.0,4.2,68.9,59.2,10.0,3.1,5.5,Medium
514,79.9,2.2,79.3,71.9,6.0,3.1,2.7,High
515,71.3,0.5,61.7,64.1,6.3,3.2,4.8,High
516,92.8,7.7,65.6,90.3,6.6,3.7,4.8,Low
517,86.4,6.0,49.9,74.6,6.4,2.6,6.4,Medium
518,55.0,3.9,94.5,79.0,5.6,5.2,6.7,Medium
519,74.2,3.6,68.0,62.5,6.8,5.5,8.1,Medium
520,62.4,3.9,90.5,100.0,7.4,7.1,8.9,Medium
521,76.4,0.8,67.1,51.5,7.2,7.3,7.0,High
522,68.6,2.5,40.5,41.5,9.0,5.7,6.2,High
523,76.2,4.7,67.8,94.3,7.5,1.0,8.6,Low
524,54.8,4.0,48.6,72.6,5.5,1.7,4.4,High
525,87.8,4.4,77.3,93.8,7.3,5.2,4.6,Medium
526,77.0,2.5,75.8,86.5,8.2,4.1,8.3,Medium
527,76.3,3.7,75.0,83.6,9.6,5.5,4.3,Medium
528,66.3,2.2,69.1,54.4,8.6,3.7,7.8,Medium
529,79.8,5.5,53.5,71.5,6.5,4.0,6.7,Medium
530,86.2,3.9,79.5,77.3,9.0,1.0,5.2,Low
531,93.1,0.5,88.8,73.3,4.5,5.5,4.4,High
532,67.0,7.7,62.6,56.7,9.4,5.9,5.8,Medium
533,68.5,4.4,90.1,56.3,5.5,6.5,5.9,Medium
534,79.2,5.8,62.5,33.2,6.7,6.4,10.0,Medium
535,76.6,4.7,87.1,81.5,7.4,1.0,5.7,Low
536,80.6,1.8,62.9,99.3,6.7,1.6,2.7,High
537,77.9,3.6,55.8,75.6,7.3,4.5,7.2,Medium
538,63.3,3.5,63.4,71.1,8.2,2.9,4.9,Medium
539,95.8,5.1,48.4,67.0,5.5,2.2,3.8,Medium
540,68.4,8.9,82.1,94.1,8.3,4.0,7.3,Low
541,79.2,2.7,51.7,86.4,5.5,4.6,7.8,Medium
542,87.0,5.5,51.2,80.6,6.8,2.4,2.5,Medium
543,83.4,1.7,44.1,100.0,5.6,3.4,6.6,Medium
544,78.8,2.8,58.1,84.9,6.7,4.2,2.2,High
545,71.1,6.5,57.8,56.8,7.4,5.3,7.2,Medium
546,71.2,6.3,90.8,90.7,5.1,9.5,3.8,Medium
547,63.3,5.4,66.7,77.8,8.6,5.9,4.7,Medium
548,78.9,6.8,82.7,90.0,8.0,5.5,5.5,Low
549,62.2,5.6,61.6,91.9,6.0,3.5,5.6,Medium
550,89.6,6.3,68.3,76.7,8.9,1.0,8.0,Low
551,91.0,7.2,79.2,59.6,6.4,5.4,5.3,Medium
552,75.6,1.8,51.3,77.5,6.5,2.8,6.1,High
553,81.6,4.3,70.4,73.4,6.7,4.2,4.7,Medium
554,72.0,1.1,51.7,53.0,6.5,6.2,6.5,High
555,79.8,2.9,72.0,99.1,6.9,2.7,4.2,Medium
556,81.2,2.9,78.0,55.8,5.0,5.1,3.9,High
557,85.3,6.9,59.7,75.3,8.7,3.4,9.7,Low
558,74.1,2.9,69.4,75.6,8.4,5.8,7.2,Medium
559,85.9,5.2,79.1,63.7,5.7,4.6,10.0,Low
560,87.7,3.4,87.5,42.2,6.7,4.9,5.2,Medium
561,70.9,4.5,60.4,59.5,5.7,1.4,4.6,Medium
562,76.8,6.8,58.7,52.6,8.9,2.1,6.7,Low
563,66.8,3.4,73.4,79.4,8.5,5.4,6.8,Medium
564,85.5,2.7,84.9,80.5,7.6,5.3,3.5,Medium
565,64.4,5.1,70.0,81.2,7.1,3.9,9.0,Medium
566,82.2,6.3,84.7,92.2,7.4,5.5,7.0,Low
567,90.9,9.4,53.4,60.0,8.9,4.5,5.6,Low
568,69.7,6.7,75.8,100.0,6.9,5.8,9.8,Low
569,60.8,2.7,71.8,62.8,6.5,3.0,6.2,High
570,67.2,2.2,73.4,74.0,8.2,5.1,7.3,Medium
571,87.0,3.0,61.0,76.4,8.1,5.4,6.1,Medium
572,75.8,5.3,51.8,85.6,7.9,5.9,8.5,Medium
573,90.0,1.0,71.2,49.1,5.9,4.0,8.9,Medium
574,82.0,5.3,93.0,75.9,5.9,1.7,4.8,Medium
575,79.3,1.7,74.1,76.9,6.1,4.4,7.5,Medium
576,70.4,6.3,58.0,81.4,8.7,4.8,4.0,Medium
577,79.1,5.0,55.9,51.8,6.5,5.8,8.1,Medium
578,92.4,4.7,95.5,58.5,7.5,3.8,9.5,Low
579,78.4,2.7,71.4,54.0,6.0,5.9,6.5,High
580,88.3,3.1,86.2,69.2,4.7,2.6,3.7,Medium
581,60.4,5.8,73.1,81.5,6.1,5.2,3.6,Medium
582,72.2,4.5,60.0,73.6,7.0,5.0,7.1,Medium
583,89.5,3.8,77.1,76.4,7.3,4.4,2.2,Medium
584,100.0,3.0,56.8,66.8,5.4,7.3,5.3,High
585,69.8,3.1,74.1,94.3,7.3,2.8,9.1,Medium
586,81.4,3.4,67.0,74.1,7.3,4.2,6.5,Medium
587,100.0,10.5,70.4,57.3,5.7,5.7,3.3,Low
588,75.8,5.6,70.5,65.5,9.2,5.6,5.6,Medium
589,87.4,4.4,60.8,65.5,8.4,3.2,6.4,Medium
590,90.2,5.4,71.4,61.4,9.8,5.7,1.8,Medium
591,93.7,2.2,48.8,60.8,8.5,3.7,6.9,Medium
592,58.0,7.0,64.3,51.4,7.4,5.1,6.7,Medium
593,93.5,6.0,89.0,71.1,7.1,5.8,8.8,Low
594,74.0,8.6,69.6,72.1,7.5,2.7,3.2,Low
595,100.0,6.9,55.1,74.2,7.7,3.3,9.4,Low
596,72.1,6.8,59.2,80.1,8.9,5.1,5.5,Medium
597,80.7,6.2,62.0,65.7,9.1,6.7,5.2,Medium
598,62.2,2.2,52.4,67.5,6.9,1.7,6.8,High
599,43.2,5.1,90.5,52.6,4.0,4.5,7.9,Medium
600,73.1,5.3,86.1,99.0,7.7,2.0,6.8,Low
601,66.0,4.8,64.6,62.9,8.8,3.8,3.5,Medium
602,82.6,6.2,68.7,59.6,6.5,3.1,5.5,Medium
603,69.6,4.4,49.0,75.9,6.1,5.8,7.3,Medium
604,96.1,2.1,87.8,70.1,7.7,5.8,8.4,Medium
605,78.7,5.7,66.7,83.6,5.9,4.9,9.6,Low
606,100.0,6.9,88.5,80.4,8.3,7.7,6.4,Low
607,58.9,4.5,70.6,58.8,5.6,3.3,4.0,High
608,89.0,8.2,77.5,49.7,7.2,2.7,7.1,Low
609,68.1,6.8,77.8,66.9,7.6,4.3,10.0,Low
610,55.2,5.6,85.4,66.1,6.4,4.5,4.7,Medium
611,71.6,2.8,65.5,38.5,6.3,5.2,5.7,High
612,73.1,6.6,90.1,60.2,8.4,1.0,4.8,Low
613,84.4,5.3,69.7,85.8,6.8,5.6,5.5,Medium
614,70.5,1.1,77.5,58.1,8.2,6.0,6.1,High
615,79.0,5.2,65.1,48.7,8.7,3.2,7.6,Medium
616,81.5,5.4,71.1,86.6,6.0,6.0,6.8,Medium
617,78.5,4.0,67.4,81.3,5.6,1.1,6.0,Medium
618,86.4,4.2,87.2,92.7,8.7,6.8,7.0,Medium
619,84.8,3.4,30.4,78.5,6.1,3.8,1.5,High
620,88.8,4.4,59.7,53.5,6.0,2.7,4.6,Medium
621,61.0,4.4,63.3,85.8,4.9,3.4,4.7,Medium
622,82.1,4.7,79.9,100.0,7.0,5.2,5.0,Medium
623,76.5,4.8,97.9,53.8,6.8,4.2,5.0,Medium
624,82.2,4.8,69.7,60.4,7.9,2.5,5.8,Medium
625,88.2,7.6,57.5,82.0,6.9,6.1,6.7,Low
626,98.4,7.9,54.4,66.8,6.1,4.1,2.9,Medium
627,57.9,6.8,72.8,84.1,5.9,2.3,6.1,Medium
628,94.6,5.0,70.6,90.8,7.5,4.5,7.4,Low
629,75.7,7.9,66.5,60.5,7.8,5.9,5.6,Medium
630,86.7,7.0,25.0,44.4,7.5,2.5,9.9,Low
631,81.9,4.6,68.9,65.9,6.2,4.4,8.5,Medium
632,59.4,5.3,61.7,73.4,6.1,4.5,4.4,Medium
633,77.8,4.3,44.7,78.7,4.0,3.5,3.5,High
634,81.1,4.1,79.4,68.8,6.7,6.2,5.6,Medium
635,77.6,7.7,77.3,100.0,7.6,3.2,8.6,Low
636,89.1,4.3,75.6,70.7,7.6,4.3,6.2,Medium
637,98.3,5.7,49.4,75.3,6.6,4.8,7.0,Medium
638,82.4,1.4,46.0,94.4,7.0,6.6,7.6,High
639,71.6,1.4,75.2,80.3,9.1,3.8,6.7,Medium
640,56.3,3.6,71.4,66.4,6.0,6.8,9.7,Medium
641,65.2,5.0,62.0,95.8,7.3,5.3,4.6,Medium
642,93.9,4.2,94.1,89.5,6.2,5.1,7.0,Medium
643,75.3,6.3,67.6,72.5,6.2,2.9,6.7,Medium
644,80.1,7.0,49.0,73.8,8.9,3.0,4.4,Medium
645,66.9,6.4,50.3,72.3,6.2,3.2,5.9,Medium
646,73.5,4.1,67.2,76.3,6.5,5.0,5.5,Medium
647,72.6,4.9,44.0,58.9,6.2,2.4,6.0,Medium
648,69.2,3.0,82.2,100.0,8.2,4.7,8.7,Medium
649,81.8,4.3,69.6,66.6,4.4,2.7,4.8,Medium
650,83.8,3.8,42.8,71.5,7.3,5.6,7.2,Medium
651,100.0,3.1,86.4,86.7,6.2,4.0,5.0,Medium
652,76.5,3.9,61.8,71.9,5.8,6.2,8.3,Medium
653,69.7,6.5,53.3,43.5,7.4,5.2,5.0,Medium
654,84.3,8.7,98.0,58.0,7.4,2.0,10.0,Low
655,72.8,6.5,69.3,55.1,6.8,1.8,5.2,Medium
656,74.8,5.2,36.2,71.0,10.0,2.5,7.2,Medium
657,72.9,0.5,54.1,61.1,8.0,4.1,6.1,High
658,86.1,5.1,65.7,82.7,5.3,3.8,9.0,Low
659,52.3,3.2,70.2,75.7,6.6,5.0,4.7,High
660,89.8,5.2,93.4,85.5,7.7,6.7,4.9,Medium
661,74.5,1.3,80.2,98.5,6.4,2.0,8.7,Medium
662,69.2,3.8,89.6,66.3,6.8,7.1,7.7,Medium
663,65.2,7.8,43.6,88.1,7.6,3.3,4.9,Medium
664,64.7,8.3,69.7,61.9,7.7,6.4,7.1,Low
665,86.4,6.7,68.8,77.1,6.9,2.4,4.0,Low
666,83.4,3.4,67.7,68.0,8.2,4.7,7.1,Medium
667,74.6,4.5,63.2,76.0,4.9,4.2,7.2,Medium
668,82.7,2.6,62.1,65.9,6.4,2.0,4.3,High
669,78.1,5.6,70.1,58.1,7.5,3.8,5.5,Medium
670,66.9,3.8,78.0,69.1,6.9,2.4,10.0,Medium
671,50.8,0.7,60.7,75.2,9.1,5.1,7.1,High
672,89.0,5.0,40.6,76.1,7.3,8.1,5.1,Medium
673,93.1,2.1,89.5,74.1,8.0,5.5,7.9,Medium
674,79.2,3.5,65.8,59.8,6.9,1.3,6.8,Medium
675,89.7,7.2,86.4,74.4,6.8,3.7,7.3,Low
676,86.6,5.5,49.2,94.0,7.6,6.0,6.6,Medium
677,74.9,8.7,53.0,45.0,9.4,4.6,5.6,Low
678,71.0,0.8,94.1,83.3,7.6,5.7,4.7,High
679,83.5,7.0,37.1,81.5,7.9,4.4,4.7,Medium
680,76.0,3.9,73.1,63.5,7.9,3.3,5.5,Medium
681,92.0,4.5,75.4,51.2,8.8,1.6,6.7,Low
682,75.3,3.3,64.2,91.8,9.1,3.8,5.8,Medium
683,55.5,8.2,53.1,57.4,7.1,5.5,9.5,Low
684,100.0,6.3,61.3,61.5,6.8,5.6,8.4,Low
685,85.4,1.0,60.1,95.3,6.4,4.1,10.0,Medium
686,77.1,7.6,93.7,84.1,6.5,1.0,4.8,Low
687,85.7,6.0,84.4,54.3,7.2,1.0,4.7,Low
688,84.4,0.5,79.4,100.0,5.3,3.7,9.9,Medium
689,84.0,5.6,69.5,50.1,6.8,6.5,6.7,Medium
690,86.7,4.1,55.8,65.1,5.7,1.7,6.5,Medium
691,75.3,2.9,77.7,57.1,7.5,5.1,9.8,Medium
692,82.1,6.4,69.0,49.5,8.0,7.2,6.3,Medium
693,100.0,6.6,96.0,69.1,5.9,4.3,5.0,Low
694,80.4,4.3,70.3,70.6,5.8,3.2,9.0,Medium
695,77.2,2.1,39.8,66.8,7.3,2.1,2.9,High
696,84.7,11.2,80.2,56.1,6.9,4.0,4.0,Low
697,61.2,4.5,79.1,76.0,6.2,5.1,7.5,Medium
698,66.2,2.4,77.0,90.2,7.5,6.3,9.4,Medium
699,59.7,5.8,86.4,90.1,8.7,3.1,7.9,Low
700,87.3,3.6,70.7,50.7,6.0,4.8,8.6,Medium
701,78.0,7.9,88.9,56.3,6.9,3.3,8.1,Low
702,86.6,3.2,80.9,50.9,8.4,1.0,6.1,Medium
703,69.5,6.2,71.5,36.9,5.4,3.1,8.9,Medium
704,97.6,6.2,87.9,60.0,7.5,4.4,4.3,Medium
705,73.8,4.1,74.4,79.9,6.3,3.2,2.7,Medium
706,84.1,4.6,67.6,80.7,6.4,2.5,5.3,Medium
707,73.9,5.2,59.5,64.9,5.4,3.5,3.0,High
708,70.1,5.9,70.4,69.5,6.7,5.8,4.1,Medium
709,83.3,3.4,71.9,69.6,6.3,4.8,5.2,Medium
710,63.4,3.8,50.4,74.3,6.3,1.9,7.2,Medium
711,82.8,4.4,63.9,86.6,6.7,4.7,4.2,Medium
712,84.7,4.5,75.3,67.6,6.1,2.0,6.1,Medium
713,72.5,2.2,85.5,88.4,4.6,1.0,3.5,High
714,79.9,10.2,51.5,66.9,8.6,3.3,8.7,Low
715,89.2,4.7,80.3,87.0,5.3,3.9,5.2,Medium
716,78.4,2.4,54.0,72.9,7.0,6.7,6.9,High
717,95.2,7.4,83.9,25.0,6.1,5.0,3.9,Medium
718,71.7,6.1,68.7,66.4,9.1,3.4,8.7,Low
719,77.4,5.0,63.0,58.6,6.7,1.7,7.7,Medium
720,79.4,3.9,79.1,55.3,4.6,5.0,3.7,High
721,61.3,5.1,81.5,59.5,5.9,6.9,3.7,High
722,88.2,5.7,57.8,69.8,6.0,3.0,6.2,Medium
723,69.5,1.5,78.0,62.3,8.0,3.9,10.0,Medium
724,84.7,2.1,48.8,57.7,6.5,1.2,4.2,High
725,78.2,1.7,66.6,75.7,5.8,5.3,6.7,High
726,91.1,6.1,65.0,69.5,7.6,4.9,3.1,Medium
727,89.1,3.7,83.9,74.9,6.2,4.2,9.4,Low
728,69.0,1.4,64.4,92.2,8.9,6.1,2.3,High
729,75.2,3.8,65.5,54.5,6.7,2.1,10.0,Medium
730,78.7,3.8,50.6,87.3,7.7,6.3,7.2,Medium
731,72.4,3.3,57.3,65.5,7.8,3.2,7.1,Medium
732,87.0,3.9,81.7,78.7,7.5,4.2,6.8,Medium
733,67.7,3.1,71.5,86.3,6.7,5.1,6.0,Medium
734,68.6,4.8,73.4,61.0,6.3,3.3,6.9,Medium
735,60.3,5.3,71.7,75.3,6.3,4.7,4.3,Medium
736,68.9,6.4,49.4,61.7,6.3,5.4,3.6,High
737,70.9,2.6,91.2,67.6,6.4,4.4,8.2,Medium
738,53.1,2.6,71.1,61.9,5.3,2.9,6.8,High
739,81.9,8.7,45.1,48.3,5.6,6.0,4.7,Medium
740,59.8,6.4,57.6,89.8,7.3,3.0,8.3,Low
741,87.8,7.8,62.2,66.9,8.8,6.2,7.0,Low
742,67.8,2.7,48.0,56.1,6.8,2.1,7.9,Medium
743,47.1,3.2,58.5,81.7,7.6,2.0,7.0,Medium
744,65.5,5.4,50.9,74.0,8.8,7.9,8.7,Medium
745,65.6,3.8,54.9,62.2,4.9,3.1,8.7,Medium
746,100.0,5.7,70.8,82.8,5.1,2.7,8.1,Low
747,75.2,4.1,80.0,41.5,8.4,2.7,7.6,Medium
748,78.0,6.3,81.9,55.8,8.0,5.1,9.4,Low
749,71.7,7.2,78.2,64.9,8.2,3.5,8.3,Low
750,76.8,5.0,69.0,88.2,6.9,5.2,7.7,Medium
751,67.7,6.6,88.6,80.2,7.5,2.7,9.1,Low
752,59.6,5.1,89.7,61.0,7.6,2.9,7.8,Medium
753,61.0,4.0,59.1,73.6,5.0,6.9,7.1,High
754,72.1,7.8,67.7,76.1,7.3,7.1,6.8,Medium
755,65.2,5.0,73.9,71.6,6.2,2.7,3.1,Medium
756,83.8,3.1,59.0,80.2,8.3,2.3,5.8,Medium
757,73.3,5.8,53.4,59.2,7.5,3.1,4.4,Medium
758,77.9,3.0,64.2,92.5,6.8,4.0,5.6,Medium
759,59.7,5.2,82.2,92.2,10.0,3.7,6.9,Low
760,64.8,8.5,81.9,87.4,7.7,4.0,1.4,Medium
761,93.0,6.1,71.6,58.8,8.0,4.7,6.9,Low
762,64.7,2.6,66.7,70.3,5.8,7.3,5.6,High
763,77.2,5.3,88.6,59.6,6.8,1.9,8.6,Low
764,83.1,5.1,72.0,100.0,6.9,3.1,5.3,Medium
765,90.4,6.0,74.7,61.6,7.7,5.3,6.7,Medium
766,76.4,5.7,73.6,64.3,6.6,1.1,7.7,Low
767,76.7,7.9,43.0,74.7,7.7,2.9,7.5,Low
768,81.4,5.9,64.7,25.0,7.1,4.4,5.0,Medium
769,62.1,5.8,73.6,97.3,6.0,6.3,6.5,Medium
770,72.0,5.8,80.3,63.6,8.9,4.2,4.0,Medium
771,64.3,6.9,60.3,73.4,7.1,4.0,8.5,Low
772,72.2,2.6,35.8,70.1,6.7,6.4,5.1,High
773,90.3,4.2,92.1,56.4,6.5,5.4,8.9,Medium
774,88.1,2.1,83.2,71.9,5.0,3.2,5.8,Medium
775,68.4,7.4,75.5,90.2,5.9,1.2,7.4,Low
776,78.4,6.5,77.2,74.5,8.0,4.3,6.9,Low
777,100.0,7.4,53.3,46.7,8.6,3.4,6.2,Low
778,72.1,5.5,62.2,53.0,4.9,1.0,4.4,Medium
779,92.7,2.9,67.7,89.9,8.6,3.2,7.9,Low
780,73.5,0.9,81.4,73.8,5.9,4.6,7.2,High
781,80.0,2.9,65.6,76.9,7.9,3.8,4.3,Medium
782,83.1,7.3,59.7,80.1,8.3,6.1,9.2,Low
783,81.4,7.6,86.9,58.8,7.4,4.6,5.1,Low
784,74.0,0.8,77.9,85.6,8.4,6.6,5.3,High
785,76.1,7.9,83.1,60.2,4.2,3.8,4.4,Medium
786,78.8,6.7,47.7,76.4,5.5,8.7,6.6,Medium
787,83.7,2.7,38.1,56.7,5.9,6.3,4.2,High
788,87.9,5.6,66.4,32.2,6.3,5.9,7.6,Medium
789,79.8,1.9,69.8,76.1,6.4,5.0,5.1,High
790,53.9,3.5,58.3,91.5,7.9,4.1,5.4,Medium
791,84.7,7.8,54.5,61.8,8.4,5.1,5.6,Low
792,91.9,5.9,54.8,76.4,7.0,7.2,7.7,Medium
793,83.8,5.1,75.3,49.8,5.3,4.9,7.3,Medium
794,73.2,0.8,52.8,80.6,7.2,3.0,4.6,High
795,81.2,4.5,65.8,63.9,7.2,4.7,5.2,Medium
796,98.0,3.6,70.3,47.2,5.8,5.9,8.0,Medium
797,80.6,3.5,73.0,56.1,8.3,1.0,5.7,Medium
798,68.4,7.4,65.2,91.8,8.7,5.0,3.2,Medium
799,69.0,3.8,73.6,78.1,5.4,5.6,4.5,High
800,73.8,5.3,66.2,97.1,8.4,1.8,4.2,Medium
801,91.8,5.0,76.8,72.4,8.5,5.6,8.1,Low
802,69.9,6.0,45.5,68.1,6.2,2.8,4.6,Medium
803,53.9,7.3,65.0,69.2,7.6,6.1,9.2,Medium
804,72.8,5.2,55.3,83.7,7.0,5.8,8.2,Medium
805,87.4,5.9,69.2,52.1,7.4,7.2,5.6,Medium
806,69.9,6.0,91.4,55.3,4.1,3.1,6.7,Medium
807,76.3,4.3,61.0,61.7,6.0,4.8,7.6,Medium
808,59.0,8.0,74.2,80.9,6.7,4.7,4.3,Medium
809,97.0,7.6,64.6,50.9,6.6,5.3,5.7,Low
810,68.5,5.1,55.8,93.4,8.1,5.4,5.1,Medium
811,80.5,7.0,38.7,75.3,8.7,7.5,4.6,Medium
812,81.3,6.9,84.9,42.6,4.6,4.5,7.5,Medium
813,76.5,4.1,85.9,95.6,6.3,4.5,4.2,Medium
814,98.8,2.0,53.0,57.8,5.7,6.5,10.0,Medium
815,81.1,4.1,78.1,57.5,8.6,4.1,7.3,Medium
816,69.7,4.4,45.3,72.3,8.1,1.0,4.5,Medium
817,72.3,4.2,66.7,71.3,7.3,4.1,3.1,High
818,81.8,7.2,71.6,43.6,7.3,5.1,4.5,Medium
819,78.9,7.4,90.6,74.0,7.6,3.9,5.7,Low
820,94.6,6.7,76.6,63.6,8.8,6.1,3.9,Medium
821,91.1,5.1,71.9,39.7,5.2,6.0,5.0,Medium
822,87.7,2.1,47.3,100.0,8.1,4.0,6.9,Medium
823,69.5,5.5,84.5,65.4,7.6,1.2,10.0,Low
824,90.1,4.7,63.3,94.6,6.4,4.9,5.9,Medium
825,66.9,6.9,62.2,79.4,6.6,4.0,6.2,Medium
826,70.1,6.3,66.8,85.8,7.9,6.4,5.5,Medium
827,86.0,4.5,67.7,60.6,6.4,5.3,5.8,Medium
828,69.2,6.5,73.0,52.5,7.1,6.2,8.7,Medium
829,71.6,2.6,62.9,93.5,7.9,1.0,8.2,Medium
830,51.4,8.7,79.8,65.7,7.1,5.4,5.5,Medium
831,83.6,4.5,64.5,96.4,4.6,4.3,3.7,Medium
832,75.8,3.4,98.0,63.8,6.8,3.1,8.3,Medium
